timestamp,lat_deg,lon_deg,alt_m,vel_N_mps,vel_E_mps,vel_D_mps
1780397089.710420,52.514717995,13.323306915,13.522,-0.0225,0.0244,-0.0944
1780397089.810442,52.514717975,13.323306951,13.531,-0.0197,0.0241,-0.0888
1780397089.910542,52.514717960,13.323306986,13.540,-0.0150,0.0219,-0.0786
1780397090.010638,52.514717948,13.323307016,13.547,-0.0114,0.0201,-0.0684
1780397090.110700,52.514717939,13.323307046,13.553,-0.0086,0.0187,-0.0585
1780397090.210755,52.514717932,13.323307071,13.559,-0.0064,0.0169,-0.0494
1780397090.310755,52.514717928,13.323307096,13.563,-0.0044,0.0157,-0.0409
1780397090.410691,52.514717925,13.323307118,13.567,-0.0028,0.0146,-0.0344
1780397090.510682,52.514717923,13.323307139,13.570,-0.0022,0.0085,-0.0143
1780397090.610758,52.514717921,13.323307143,13.570,-0.0021,0.0041,0.0014
1780397090.710859,52.514717919,13.323307151,13.570,-0.0022,0.0036,0.0023
1780397090.810903,52.514717917,13.323307154,13.569,-0.0020,0.0018,0.0026
1780397090.910864,52.514717915,13.323307156,13.569,-0.0007,-0.0013,0.0069
1780397091.010820,52.514717915,13.323307150,13.568,-0.0008,-0.0032,0.0100
1780397091.110767,52.514717914,13.323307147,13.567,-0.0013,-0.0034,0.0082
1780397091.210763,52.514717913,13.323307140,13.566,-0.0000,-0.0061,0.0145
1780397091.310750,52.514717914,13.323307129,13.565,0.0011,-0.0064,0.0167
1780397091.410750,52.514717915,13.323307121,13.563,0.0052,-0.0022,0.0079
1780397091.510804,52.514717923,13.323307122,13.563,0.0074,-0.0076,0.0259
1780397091.610876,52.514717928,13.323307099,13.558,0.0035,-0.0111,0.0288
1780397091.710902,52.514717929,13.323307090,13.557,0.0014,-0.0069,0.0079
1780397091.810881,52.514717931,13.323307078,13.556,0.0005,-0.0082,0.0075
1780397091.910802,52.514717930,13.323307065,13.556,-0.0007,-0.0081,0.0053
1780397092.010633,52.514717930,13.323307054,13.555,-0.0006,-0.0070,0.0044
1780397092.110383,52.514717929,13.323307045,13.555,0.0000,-0.0066,0.0047
1780397092.210222,52.514717930,13.323307035,13.554,-0.0000,-0.0061,0.0045
1780397092.310090,52.514717929,13.323307027,13.554,0.0002,-0.0045,0.0092
1780397092.410167,52.514717930,13.323307021,13.552,0.0002,-0.0029,0.0137
1780397092.510273,52.514717930,13.323307018,13.551,-0.0001,-0.0010,0.0135
1780397092.610375,52.514717930,13.323307018,13.550,0.0002,-0.0004,0.0137
1780397092.710492,52.514717930,13.323307017,13.548,0.0009,-0.0009,0.0136
1780397092.810636,52.514717931,13.323307016,13.547,0.0011,-0.0009,0.0130
1780397092.910856,52.514717932,13.323307014,13.546,0.0013,-0.0011,0.0116
1780397093.013623,52.514717934,13.323307012,13.545,0.0013,-0.0017,0.0100
1780397093.111113,52.514717934,13.323307009,13.544,0.0009,-0.0019,0.0085
1780397093.211057,52.514717935,13.323307007,13.543,0.0005,-0.0021,0.0067
1780397093.310921,52.514717935,13.323307003,13.542,0.0008,-0.0026,0.0054
1780397093.410766,52.514717937,13.323306999,13.542,0.0015,-0.0025,0.0045
1780397093.510685,52.514717938,13.323306996,13.542,0.0014,-0.0021,0.0034
1780397093.610600,52.514717939,13.323306993,13.541,0.0008,-0.0012,-0.0019
1780397093.710477,52.514717939,13.323306992,13.542,0.0005,-0.0020,-0.0021
1780397093.810323,52.514717940,13.323306987,13.542,0.0006,-0.0033,0.0025
1780397093.910165,52.514717941,13.323306982,13.541,0.0002,-0.0028,0.0026
1780397094.010027,52.514717941,13.323306979,13.541,-0.0002,-0.0015,0.0029
1780397094.109951,52.514717940,13.323306978,13.541,-0.0002,-0.0010,0.0079
1780397094.209935,52.514717940,13.323306976,13.540,0.0006,-0.0050,0.0295
1780397094.310019,52.514717941,13.323306963,13.535,-0.0005,-0.0010,0.0225
1780397094.410100,52.514717939,13.323306973,13.535,-0.0015,0.0073,-0.0013
1780397094.510240,52.514717938,13.323306985,13.535,-0.0009,0.0081,-0.0018
1780397094.610394,52.514717938,13.323306997,13.535,-0.0004,0.0073,-0.0032
1780397094.710584,52.514717938,13.323307007,13.536,0.0002,0.0055,-0.0052
1780397094.810761,52.514717938,13.323307013,13.536,0.0007,0.0029,-0.0070
1780397094.910825,52.514717939,13.323307015,13.537,0.0014,-0.0001,-0.0080
1780397095.010704,52.514717941,13.323307013,13.538,0.0030,-0.0039,-0.0046
1780397095.110559,52.514717944,13.323307004,13.538,0.0041,-0.0069,-0.0013
1780397095.210397,52.514717948,13.323306992,13.538,0.0041,-0.0069,-0.0019
1780397095.310163,52.514717952,13.323306983,13.539,0.0047,-0.0058,-0.0024
1780397095.409897,52.514717956,13.323306975,13.539,0.0049,-0.0042,-0.0021
1780397095.509676,52.514717960,13.323306971,13.539,0.0035,-0.0013,-0.0001
1780397095.609497,52.514717963,13.323306971,13.539,0.0021,0.0026,0.0016
1780397095.709563,52.514717964,13.323306979,13.539,0.0014,0.0062,0.0025
1780397095.809813,52.514717965,13.323306990,13.538,0.0012,0.0074,0.0033
1780397095.910192,52.514717966,13.323307001,13.538,0.0013,0.0074,0.0034
1780397096.010632,52.514717968,13.323307012,13.538,0.0013,0.0064,0.0031
1780397096.111003,52.514717969,13.323307020,13.537,0.0011,0.0035,0.0019
1780397096.211124,52.514717970,13.323307022,13.537,0.0004,-0.0001,-0.0010
1780397096.310971,52.514717970,13.323307020,13.538,0.0004,-0.0039,-0.0037
1780397096.410681,52.514717970,13.323307011,13.538,0.0007,-0.0072,-0.0045
1780397096.510314,52.514717971,13.323306998,13.538,0.0008,-0.0098,0.0000
1780397096.609962,52.514717972,13.323306982,13.538,0.0009,-0.0074,-0.0038
1780397096.709588,52.514717973,13.323306976,13.539,0.0012,-0.0050,-0.0026
1780397096.809502,52.514717974,13.323306967,13.539,0.0014,-0.0107,0.0244
1780397096.909570,52.514717975,13.323306945,13.534,-0.0011,-0.0065,0.0189
1780397097.009766,52.514717972,13.323306948,13.535,-0.0042,0.0030,-0.0042
1780397097.109988,52.514717967,13.323306954,13.535,-0.0047,0.0044,-0.0036
1780397097.210217,52.514717964,13.323306961,13.535,-0.0037,0.0038,-0.0031
1780397097.310278,52.514717961,13.323306965,13.536,-0.0028,0.0031,-0.0031
1780397097.410266,52.514717959,13.323306970,13.536,-0.0024,0.0029,-0.0040
1780397097.510206,52.514717956,13.323306974,13.537,-0.0018,0.0033,-0.0059
1780397097.610276,52.514717955,13.323306980,13.537,-0.0007,0.0027,-0.0029
1780397097.710378,52.514717955,13.323306982,13.537,0.0004,0.0011,0.0008
1780397097.810528,52.514717956,13.323306983,13.537,0.0010,-0.0001,0.0002
1780397097.910652,52.514717957,13.323306981,13.537,0.0003,-0.0019,-0.0003
1780397098.010656,52.514717957,13.323306977,13.537,0.0004,-0.0030,-0.0008
1780397098.110606,52.514717958,13.323306972,13.537,0.0009,-0.0031,-0.0012
1780397098.210519,52.514717958,13.323306968,13.537,0.0006,-0.0018,-0.0013
1780397098.310421,52.514717959,13.323306967,13.538,0.0001,-0.0003,-0.0010
1780397098.410352,52.514717958,13.323306967,13.538,-0.0002,0.0008,-0.0001
1780397098.510332,52.514717958,13.323306969,13.538,0.0004,0.0019,0.0016
1780397098.610417,52.514717959,13.323306973,13.537,0.0013,0.0032,0.0030
1780397098.710551,52.514717961,13.323306979,13.537,0.0013,0.0051,0.0033
1780397098.810675,52.514717962,13.323306988,13.537,0.0014,0.0067,0.0034
1780397098.910802,52.514717963,13.323306999,13.536,0.0020,0.0075,0.0033
1780397099.010897,52.514717965,13.323307010,13.536,0.0034,0.0078,0.0021
1780397099.110982,52.514717969,13.323307022,13.536,0.0061,-0.0010,0.0280
1780397099.211052,52.514717976,13.323307007,13.530,0.0052,-0.0017,0.0245
1780397099.311127,52.514717978,13.323307017,13.531,0.0026,0.0034,-0.0008
1780397099.411099,52.514717981,13.323307017,13.531,0.0012,0.0009,-0.0011
1780397099.511106,52.514717981,13.323307019,13.531,-0.0001,-0.0005,-0.0078
1780397099.611061,52.514717981,13.323307016,13.532,0.0005,-0.0050,-0.0041
1780397099.710999,52.514717981,13.323307005,13.532,-0.0001,-0.0081,-0.0054
1780397099.810772,52.514717980,13.323306992,13.533,-0.0011,-0.0098,-0.0121
1780397099.910422,52.514717979,13.323306976,13.534,-0.0006,-0.0106,-0.0121
1780397100.010047,52.514717979,13.323306960,13.536,-0.0002,-0.0087,-0.0113
1780397100.109778,52.514717979,13.323306950,13.537,-0.0003,-0.0043,-0.0106
1780397100.209628,52.514717979,13.323306948,13.538,0.0001,-0.0011,-0.0102
1780397100.309567,52.514717979,13.323306947,13.539,0.0001,0.0011,-0.0095
1780397100.409612,52.514717979,13.323306951,13.540,-0.0010,0.0028,-0.0094
1780397100.509792,52.514717977,13.323306955,13.541,-0.0018,0.0037,-0.0102
1780397100.609991,52.514717976,13.323306962,13.542,-0.0018,0.0052,-0.0108
1780397100.710083,52.514717974,13.323306970,13.543,-0.0010,0.0063,-0.0105
1780397100.810035,52.514717974,13.323306980,13.544,-0.0001,0.0066,-0.0102
1780397100.909889,52.514717974,13.323306990,13.545,0.0013,-0.0102,0.0438
1780397101.009832,52.514717976,13.323306950,13.535,0.0010,-0.0111,0.0464
1780397101.109941,52.514717976,13.323306957,13.535,-0.0002,0.0044,-0.0054
1780397101.209760,52.514717976,13.323306963,13.536,0.0002,0.0046,-0.0059
1780397101.309761,52.514717976,13.323306971,13.537,-0.0002,0.0047,-0.0058
1780397101.409851,52.514717976,13.323306977,13.537,-0.0004,0.0039,-0.0055
1780397101.509962,52.514717975,13.323306982,13.538,-0.0004,0.0034,-0.0056
1780397101.610069,52.514717975,13.323306987,13.538,-0.0001,0.0031,-0.0066
1780397101.710070,52.514717975,13.323306991,13.539,0.0004,0.0020,-0.0076
1780397101.809970,52.514717976,13.323306993,13.540,0.0010,0.0014,-0.0078
1780397101.909798,52.514717977,13.323306996,13.541,0.0012,0.0014,-0.0089
1780397102.009758,52.514717978,13.323306997,13.542,0.0009,0.0029,-0.0099
1780397102.109784,52.514717979,13.323307004,13.543,0.0014,0.0045,-0.0098
1780397102.209730,52.514717980,13.323307011,13.544,0.0017,0.0049,-0.0096
1780397102.309698,52.514717982,13.323307019,13.544,0.0015,0.0051,-0.0097
1780397102.409644,52.514717983,13.323307026,13.545,0.0006,0.0047,-0.0095
1780397102.509810,52.514717983,13.323307032,13.546,-0.0001,0.0038,-0.0094
1780397102.609680,52.514717983,13.323307037,13.547,0.0000,0.0031,-0.0096
1780397102.709706,52.514717983,13.323307042,13.548,-0.0003,0.0022,-0.0099
1780397102.809777,52.514717982,13.323307044,13.549,-0.0012,0.0006,-0.0104
1780397102.909818,52.514717981,13.323307043,13.550,-0.0017,-0.0006,-0.0103
1780397103.009733,52.514717979,13.323307042,13.551,-0.0008,-0.0025,-0.0043
1780397103.109577,52.514717979,13.323307036,13.551,-0.0002,-0.0044,0.0021
1780397103.209484,52.514717979,13.323307029,13.551,-0.0010,-0.0043,0.0029
1780397103.309425,52.514717977,13.323307023,13.551,-0.0016,-0.0039,0.0028
1780397103.409457,52.514717976,13.323307017,13.550,-0.0015,-0.0034,0.0025
1780397103.509579,52.514717975,13.323307013,13.550,-0.0012,-0.0027,0.0029
1780397103.609669,52.514717974,13.323307009,13.550,-0.0009,-0.0014,0.0030
1780397103.709780,52.514717973,13.323307009,13.550,-0.0004,0.0013,0.0025
1780397103.809888,52.514717973,13.323307013,13.549,0.0005,0.0028,0.0013
1780397103.909932,52.514717974,13.323307017,13.549,0.0003,0.0025,-0.0006
1780397104.009887,52.514717974,13.323307020,13.550,-0.0008,0.0022,-0.0018
1780397104.109971,52.514717972,13.323307024,13.550,-0.0018,0.0022,-0.0011
1780397104.210170,52.514717970,13.323307027,13.550,-0.0023,0.0012,-0.0005
1780397104.310156,52.514717968,13.323307027,13.550,-0.0020,0.0000,-0.0001
1780397104.409883,52.514717967,13.323307027,13.550,-0.0012,0.0000,0.0007
1780397104.512276,52.514717966,13.323307027,13.550,-0.0007,-0.0007,0.0013
1780397104.609806,52.514717966,13.323307025,13.549,-0.0003,-0.0019,0.0011
1780397104.709668,52.514717966,13.323307022,13.549,-0.0000,-0.0031,0.0001
1780397104.809547,52.514717966,13.323307016,13.549,-0.0003,-0.0041,-0.0012
1780397104.909482,52.514717965,13.323307010,13.550,0.0020,-0.0294,0.0832
1780397105.009414,52.514717969,13.323306929,13.533,0.0016,-0.0278,0.0808
1780397105.109350,52.514717968,13.323306928,13.534,-0.0010,-0.0002,-0.0061
1780397105.209378,52.514717967,13.323306929,13.534,-0.0008,0.0011,-0.0054
1780397105.309342,52.514717967,13.323306931,13.535,-0.0007,0.0030,-0.0055
1780397105.409423,52.514717966,13.323306938,13.535,-0.0010,0.0048,-0.0064
1780397105.509677,52.514717965,13.323306945,13.536,-0.0017,0.0055,-0.0071
1780397105.609997,52.514717963,13.323306954,13.537,-0.0012,0.0055,-0.0070
1780397105.710218,52.514717963,13.323306961,13.537,-0.0002,0.0052,-0.0065
1780397105.810284,52.514717963,13.323306969,13.538,0.0011,0.0044,-0.0064
1780397105.910188,52.514717964,13.323306974,13.539,0.0023,0.0039,-0.0077
1780397106.009965,52.514717967,13.323306981,13.539,0.0032,0.0035,-0.0085
1780397106.109612,52.514717970,13.323306985,13.540,0.0040,0.0024,-0.0086
1780397106.209238,52.514717974,13.323306988,13.541,0.0046,0.0017,-0.0088
1780397106.308923,52.514717978,13.323306990,13.542,0.0057,0.0014,-0.0096
1780397106.408739,52.514717984,13.323306992,13.543,0.0052,0.0010,-0.0105
1780397106.508764,52.514717988,13.323306993,13.544,0.0037,0.0004,-0.0110
1780397106.608934,52.514717991,13.323306993,13.545,0.0024,0.0012,-0.0109
1780397106.709159,52.514717992,13.323306996,13.546,0.0016,0.0028,-0.0100
1780397106.809315,52.514717994,13.323307001,13.547,0.0019,0.0037,-0.0090
1780397106.909379,52.514717996,13.323307007,13.548,0.0024,0.0036,-0.0082
1780397107.009345,52.514717998,13.323307012,13.549,0.0028,0.0042,-0.0075
1780397107.109255,52.514718001,13.323307019,13.550,0.0027,0.0027,0.0022
1780397107.209155,52.514718003,13.323307020,13.548,0.0011,0.0023,0.0029
1780397107.308996,52.514718003,13.323307026,13.549,-0.0003,0.0023,0.0031
1780397107.408865,52.514718002,13.323307027,13.548,-0.0017,0.0009,0.0073
1780397107.508831,52.514718000,13.323307029,13.548,-0.0030,0.0014,0.0025
1780397107.608817,52.514717997,13.323307031,13.547,-0.0034,0.0010,0.0020
1780397107.708878,52.514717994,13.323307032,13.547,-0.0034,0.0001,0.0013
1780397107.809040,52.514717991,13.323307031,13.547,-0.0035,-0.0010,0.0007
1780397107.909253,52.514717987,13.323307029,13.547,-0.0031,-0.0020,0.0010
1780397108.009433,52.514717985,13.323307025,13.547,-0.0021,-0.0028,0.0014
1780397108.109576,52.514717984,13.323307020,13.547,-0.0016,-0.0027,0.0015
1780397108.209620,52.514717982,13.323307017,13.547,-0.0018,-0.0017,0.0015
1780397108.309615,52.514717981,13.323307015,13.546,0.0028,-0.0266,0.0868
1780397108.409525,52.514717987,13.323306938,13.529,0.0041,-0.0258,0.0847
1780397108.509366,52.514717988,13.323306939,13.529,0.0004,0.0015,-0.0026
1780397108.609168,52.514717988,13.323306943,13.530,0.0011,0.0021,-0.0030
1780397108.708996,52.514717990,13.323306946,13.530,0.0018,0.0029,-0.0045
1780397108.808843,52.514717991,13.323306951,13.531,0.0024,0.0009,0.0046
1780397108.908766,52.514717994,13.323306948,13.529,0.0012,0.0003,0.0035
1780397109.008795,52.514717994,13.323306952,13.530,-0.0014,0.0027,-0.0079
1780397109.108955,52.514717992,13.323306956,13.531,-0.0026,0.0025,-0.0095
1780397109.209078,52.514717989,13.323306960,13.532,-0.0032,0.0023,-0.0111
1780397109.309179,52.514717986,13.323306963,13.533,-0.0035,0.0028,-0.0110
1780397109.409276,52.514717983,13.323306968,13.534,-0.0043,0.0021,-0.0106
1780397109.509480,52.514717978,13.323306969,13.535,-0.0047,0.0006,-0.0109
1780397109.609667,52.514717974,13.323306970,13.536,-0.0040,0.0003,-0.0106
1780397109.709839,52.514717971,13.323306970,13.537,-0.0025,0.0008,-0.0101
1780397109.809908,52.514717970,13.323306972,13.538,-0.0008,0.0011,-0.0097
1780397109.909833,52.514717970,13.323306973,13.539,0.0006,0.0019,-0.0096
1780397110.009616,52.514717971,13.323306977,13.540,0.0020,0.0033,-0.0092
1780397110.109369,52.514717973,13.323306983,13.541,0.0021,0.0041,-0.0087
1780397110.209115,52.514717974,13.323306990,13.542,0.0014,0.0049,-0.0090
1780397110.308972,52.514717976,13.323306998,13.543,0.0016,0.0056,-0.0093
1780397110.408924,52.514717977,13.323307006,13.544,0.0016,0.0054,-0.0096
1780397110.509004,52.514717979,13.323307014,13.545,0.0012,0.0040,-0.0096
1780397110.609102,52.514717979,13.323307018,13.546,0.0006,0.0029,-0.0087
1780397110.709203,52.514717980,13.323307022,13.546,0.0005,0.0023,-0.0083
1780397110.809395,52.514717980,13.323307025,13.547,0.0001,0.0014,-0.0081
1780397110.909485,52.514717980,13.323307026,13.548,-0.0002,0.0003,-0.0076
1780397111.009459,52.514717980,13.323307026,13.549,0.0009,-0.0002,-0.0029
1780397111.109365,52.514717981,13.323307026,13.549,0.0015,-0.0001,0.0021
1780397111.209257,52.514717983,13.323307025,13.548,0.0014,-0.0001,0.0022
1780397111.309187,52.514717984,13.323307025,13.548,0.0003,-0.0002,0.0013
1780397111.409089,52.514717983,13.323307025,13.548,-0.0010,-0.0004,-0.0001
1780397111.508959,52.514717982,13.323307024,13.548,-0.0010,-0.0007,-0.0019
1780397111.608927,52.514717981,13.323307023,13.549,-0.0005,-0.0011,-0.0033
1780397111.709053,52.514717981,13.323307021,13.549,-0.0000,-0.0010,-0.0031
1780397111.809108,52.514717981,13.323307020,13.549,-0.0001,-0.0008,-0.0018
1780397111.909177,52.514717981,13.323307018,13.549,-0.0000,-0.0006,-0.0008
1780397112.009240,52.514717981,13.323307018,13.549,0.0002,0.0000,0.0001
1780397112.109357,52.514717982,13.323307018,13.549,0.0005,0.0012,0.0016
1780397112.209520,52.514717982,13.323307022,13.549,0.0006,0.0028,0.0033
1780397112.309712,52.514717983,13.323307026,13.549,0.0006,0.0046,0.0046
1780397112.409625,52.514717983,13.323307036,13.548,0.0008,0.0079,0.0058
1780397112.509285,52.514717984,13.323307050,13.547,0.0015,0.0082,0.0097
1780397112.608851,52.514717986,13.323307060,13.546,0.0006,0.0076,0.0046
1780397112.708461,52.514717985,13.323307072,13.547,-0.0005,0.0049,0.0030
1780397112.808159,52.514717985,13.323307074,13.546,0.0022,-0.0212,0.0802
1780397112.908146,52.514717989,13.323307010,13.531,0.0019,-0.0229,0.0726
1780397113.008193,52.514717988,13.323307006,13.531,-0.0009,-0.0032,-0.0060
1780397113.108385,52.514717988,13.323307000,13.532,-0.0009,-0.0048,-0.0078
1780397113.208619,52.514717987,13.323306992,13.533,-0.0013,-0.0052,-0.0085
1780397113.308879,52.514717985,13.323306985,13.533,-0.0025,-0.0051,-0.0082
1780397113.409222,52.514717982,13.323306977,13.534,-0.0034,-0.0034,-0.0078
1780397113.509527,52.514717979,13.323306975,13.535,-0.0036,-0.0005,-0.0071
1780397113.609674,52.514717976,13.323306975,13.536,-0.0032,0.0018,-0.0058
1780397113.709596,52.514717973,13.323306980,13.536,-0.0018,0.0036,-0.0042
1780397113.809464,52.514717973,13.323306986,13.536,0.0003,0.0053,-0.0025
1780397113.909264,52.514717974,13.323306996,13.537,0.0013,0.0082,-0.0008
1780397114.008955,52.514717975,13.323307010,13.537,0.0010,0.0105,0.0002
1780397114.108570,52.514717976,13.323307027,13.537,0.0004,0.0104,-0.0006
1780397114.208262,52.514717976,13.323307041,13.537,0.0002,0.0084,-0.0031
1780397114.308057,52.514717976,13.323307052,13.537,0.0004,0.0058,-0.0057
1780397114.408045,52.514717976,13.323307058,13.538,0.0010,0.0026,-0.0087
1780397114.508173,52.514717978,13.323307059,13.539,0.0019,-0.0007,-0.0114
1780397114.608326,52.514717980,13.323307056,13.540,0.0020,-0.0034,-0.0125
1780397114.708485,52.514717981,13.323307049,13.541,0.0017,-0.0047,-0.0125
1780397114.808641,52.514717983,13.323307042,13.543,0.0005,-0.0038,-0.0118
1780397114.908819,52.514717982,13.323307038,13.544,-0.0003,-0.0020,-0.0107
1780397115.008948,52.514717982,13.323307036,13.545,0.0002,-0.0023,-0.0055
1780397115.109087,52.514717983,13.323307031,13.545,0.0003,-0.0027,-0.0000
1780397115.209064,52.514717983,13.323307028,13.545,0.0004,-0.0013,0.0007
1780397115.308913,52.514717983,13.323307027,13.545,0.0005,0.0013,0.0011
1780397115.408755,52.514717984,13.323307032,13.545,0.0002,0.0035,0.0016
1780397115.508605,52.514717984,13.323307038,13.544,0.0001,0.0041,0.0015
1780397115.608541,52.514717984,13.323307044,13.544,0.0003,0.0041,0.0003
1780397115.708514,52.514717984,13.323307050,13.544,-0.0001,0.0038,-0.0008
1780397115.808448,52.514717984,13.323307055,13.544,-0.0012,0.0023,-0.0013
1780397115.908403,52.514717982,13.323307057,13.545,-0.0020,-0.0003,-0.0017
1780397116.008434,52.514717980,13.323307054,13.545,-0.0024,-0.0022,-0.0016
1780397116.108577,52.514717978,13.323307050,13.545,-0.0019,-0.0037,-0.0016
1780397116.208717,52.514717977,13.323307044,13.545,-0.0006,-0.0044,-0.0015
1780397116.308785,52.514717977,13.323307037,13.545,0.0006,-0.0042,0.0025
1780397116.408828,52.514717978,13.323307031,13.545,0.0022,-0.0216,0.0721
1780397116.508773,52.514717981,13.323306973,13.531,0.0013,-0.0190,0.0666
1780397116.608682,52.514717980,13.323306975,13.531,-0.0001,0.0013,-0.0043
1780397116.708538,52.514717981,13.323306977,13.532,0.0005,-0.0001,-0.0036
1780397116.808447,52.514717981,13.323306975,13.532,0.0013,-0.0023,-0.0046
1780397116.908479,52.514717983,13.323306970,13.533,0.0022,-0.0043,-0.0058
1780397117.008564,52.514717985,13.323306962,13.533,0.0026,-0.0050,-0.0058
1780397117.108664,52.514717988,13.323306955,13.534,0.0030,-0.0033,-0.0062
1780397117.208856,52.514717991,13.323306953,13.534,0.0034,-0.0005,-0.0062
1780397117.309009,52.514717994,13.323306954,13.535,0.0036,0.0017,-0.0050
1780397117.409146,52.514717997,13.323306958,13.535,0.0027,0.0035,-0.0040
1780397117.509173,52.514717999,13.323306964,13.536,0.0017,0.0041,-0.0042
1780397117.609051,52.514718000,13.323306970,13.536,0.0014,0.0051,-0.0046
1780397117.708895,52.514718001,13.323306979,13.537,-0.0002,0.0061,-0.0041
1780397117.808733,52.514718000,13.323306988,13.537,-0.0019,0.0064,-0.0040
1780397117.908647,52.514717998,13.323306998,13.538,-0.0020,0.0064,-0.0044
1780397118.008614,52.514717996,13.323307007,13.538,-0.0012,0.0060,-0.0053
1780397118.108652,52.514717996,13.323307016,13.539,-0.0003,0.0059,-0.0059
1780397118.208677,52.514717996,13.323307024,13.539,-0.0004,0.0055,-0.0057
1780397118.308663,52.514717995,13.323307032,13.540,-0.0012,0.0052,-0.0063
1780397118.408634,52.514717994,13.323307040,13.540,-0.0013,0.0045,-0.0072
1780397118.508601,52.514717993,13.323307045,13.541,-0.0010,0.0033,-0.0069
1780397118.608682,52.514717992,13.323307049,13.542,-0.0011,0.0027,-0.0061
1780397118.708830,52.514717991,13.323307053,13.542,-0.0008,0.0025,-0.0053
1780397118.808966,52.514717990,13.323307057,13.543,0.0003,0.0017,-0.0020
1780397118.909109,52.514717991,13.323307058,13.543,0.0013,0.0014,0.0019
1780397119.009182,52.514717993,13.323307061,13.543,0.0013,0.0025,0.0031
1780397119.109074,52.514717994,13.323307065,13.542,0.0011,0.0035,0.0032
1780397119.208796,52.514717995,13.323307071,13.542,0.0005,0.0035,0.0026
1780397119.308483,52.514717994,13.323307076,13.542,-0.0008,0.0019,0.0018
1780397119.408180,52.514717993,13.323307077,13.542,-0.0024,-0.0007,0.0011
1780397119.507940,52.514717990,13.323307074,13.541,-0.0027,-0.0033,0.0007
1780397119.608047,52.514717988,13.323307067,13.541,-0.0013,-0.0050,0.0032
1780397119.708168,52.514717988,13.323307059,13.541,0.0029,-0.0260,0.0767
1780397119.808335,52.514717994,13.323306990,13.526,0.0030,-0.0243,0.0718
1780397119.908476,52.514717993,13.323306987,13.526,-0.0008,-0.0012,-0.0041
1780397120.008571,52.514717992,13.323306986,13.527,-0.0017,-0.0010,-0.0049
1780397120.108684,52.514717990,13.323306984,13.527,-0.0027,-0.0011,-0.0057
1780397120.208765,52.514717987,13.323306983,13.528,-0.0029,-0.0010,-0.0062
1780397120.308783,52.514717985,13.323306981,13.529,-0.0002,-0.0005,-0.0076
1780397120.408824,52.514717987,13.323306982,13.530,0.0020,0.0005,-0.0089
1780397120.508819,52.514717988,13.323306983,13.530,-0.0002,0.0016,-0.0086
1780397120.608854,52.514717986,13.323306986,13.531,-0.0027,0.0031,-0.0076
1780397120.708570,52.514717984,13.323306992,13.532,-0.0014,0.0052,-0.0083
1780397120.808360,52.514717984,13.323307002,13.533,-0.0001,0.0071,-0.0094
1780397120.908177,52.514717983,13.323307012,13.534,-0.0027,0.0073,-0.0090
1780397121.008022,52.514717979,13.323307023,13.535,-0.0038,0.0066,-0.0092
1780397121.107939,52.514717977,13.323307032,13.536,-0.0005,0.0057,-0.0107
1780397121.207946,52.514717978,13.323307040,13.537,0.0021,0.0043,-0.0118
1780397121.307966,52.514717980,13.323307044,13.538,0.0002,0.0013,-0.0117
1780397121.408055,52.514717979,13.323307044,13.539,-0.0007,-0.0008,-0.0111
1780397121.508137,52.514717979,13.323307042,13.540,0.0007,-0.0022,-0.0108
1780397121.608209,52.514717980,13.323307037,13.541,0.0026,-0.0016,-0.0103
1780397121.708302,52.514717984,13.323307037,13.542,0.0048,-0.0008,-0.0090
1780397121.808397,52.514717989,13.323307035,13.543,0.0036,-0.0025,-0.0075
1780397121.908520,52.514717990,13.323307030,13.544,0.0017,-0.0037,-0.0076
1780397122.008623,52.514717992,13.323307024,13.545,0.0016,-0.0036,-0.0048
1780397122.108636,52.514717993,13.323307019,13.545,0.0015,-0.0031,-0.0010
1780397122.208624,52.514717994,13.323307015,13.545,0.0015,-0.0023,-0.0013
1780397122.308585,52.514717996,13.323307012,13.545,0.0023,-0.0022,-0.0020
1780397122.408716,52.514717998,13.323307008,13.545,0.0022,-0.0026,-0.0018
1780397122.508782,52.514718000,13.323307004,13.545,0.0012,-0.0017,-0.0019
1780397122.608782,52.514718001,13.323307003,13.546,-0.0003,0.0001,-0.0024
1780397122.708704,52.514717999,13.323307005,13.546,-0.0016,0.0007,-0.0017
1780397122.808532,52.514717998,13.323307005,13.546,-0.0022,0.0007,-0.0012
1780397122.908348,52.514717995,13.323307007,13.546,-0.0023,-0.0002,0.0024
1780397123.008102,52.514717994,13.323307004,13.545,-0.0026,0.0003,-0.0003
1780397123.107924,52.514717991,13.323307007,13.546,-0.0021,0.0004,0.0005
1780397123.207877,52.514717990,13.323307006,13.545,0.0015,-0.0202,0.0710
1780397123.307969,52.514717993,13.323306948,13.532,0.0032,-0.0195,0.0647
1780397123.408245,52.514717996,13.323306948,13.532,0.0029,0.0002,-0.0051
1780397123.508557,52.514717999,13.323306948,13.533,0.0027,0.0011,-0.0050
1780397123.608716,52.514718000,13.323306951,13.533,0.0019,0.0028,-0.0043
1780397123.708886,52.514718002,13.323306957,13.534,0.0014,0.0040,-0.0040
1780397123.808866,52.514718003,13.323306963,13.534,0.0005,0.0053,-0.0041
1780397123.908773,52.514718003,13.323306972,13.535,-0.0005,0.0068,-0.0040
1780397124.008616,52.514718002,13.323306983,13.535,-0.0010,0.0074,-0.0037
