timestamp,error_m
1.780398113544147968e+09,3.967309796133438482e+01
1.780398113644151211e+09,3.981374099222140472e+01
1.780398113744089603e+09,3.992191890593760206e+01
1.780398113843945742e+09,4.005342016926518767e+01
1.780398113943811178e+09,4.016031607384752533e+01
1.780398114043660879e+09,4.027038114017295101e+01
1.780398114143563986e+09,4.035905300013301655e+01
1.780398114243546724e+09,4.047923040842263021e+01
1.780398114343757868e+09,4.059740062430432062e+01
1.780398114443995237e+09,4.074601620428669690e+01
1.780398114544066668e+09,4.086342142772657837e+01
1.780398114644104242e+09,4.093432728985891345e+01
1.780398114744050264e+09,4.105219257352045048e+01
1.780398114844061375e+09,4.116225246365920043e+01
1.780398114944205284e+09,4.128232973766635894e+01
1.780398115044357777e+09,4.141105385669366257e+01
1.780398115144533396e+09,4.151924225722157047e+01
1.780398115244590044e+09,4.164500049396549031e+01
1.780398115344585180e+09,4.175392238536529277e+01
1.780398115444597244e+09,4.189895698851836414e+01
1.780398115544595957e+09,4.202345738240899209e+01
1.780398115644591093e+09,4.218296504851610962e+01
1.780398115744544744e+09,4.229705641629782065e+01
1.780398115844387293e+09,4.247619543447342494e+01
1.780398115944159269e+09,4.259545556756677342e+01
1.780398116043867588e+09,4.278824131399967001e+01
1.780398116143623114e+09,4.290506909485768006e+01
1.780398116243530273e+09,4.308897455143385002e+01
1.780398116343629360e+09,4.320330596274865087e+01
1.780398116443906069e+09,4.339011455601888656e+01
1.780398116544169903e+09,4.351598479932626873e+01
1.780398116644382715e+09,4.370255726876187197e+01
1.780398116744504929e+09,4.382258341767089149e+01
1.780398116844540358e+09,4.399772639813035369e+01
1.780398116944486856e+09,4.412089365417021725e+01
1.780398117044333458e+09,4.430074506845544846e+01
1.780398117144163370e+09,4.442793709553091475e+01
1.780398117243963718e+09,4.461105132747967161e+01
1.780398117343754768e+09,4.472855698751717313e+01
1.780398117443675756e+09,4.493634347333178169e+01
1.780398117543803692e+09,4.506147345391658376e+01
1.780398117644032955e+09,4.525992354644098725e+01
1.780398117744303465e+09,4.538747856043713824e+01
1.780398117844581366e+09,4.559105019923061519e+01
1.780398117944738865e+09,4.571367512118612098e+01
1.780398118044797421e+09,4.591979531837944251e+01
1.780398118144885063e+09,4.602807747579488762e+01
1.780398118245065212e+09,4.623920852697280992e+01
1.780398118345032215e+09,4.634562639682280150e+01
1.780398118444947243e+09,4.656559070635298525e+01
1.780398118544815302e+09,4.667574920050530096e+01
1.780398118644752741e+09,4.691756465905428541e+01
1.780398118744791985e+09,4.703989289206369762e+01
1.780398118844794273e+09,4.728536498323887116e+01
1.780398118944765329e+09,4.740095362858806283e+01
1.780398119044756413e+09,4.765026445679406919e+01
1.780398119144808531e+09,4.776100267664464383e+01
1.780398119244898319e+09,4.798779099833195971e+01
1.780398119345026970e+09,4.808139106751856673e+01
1.780398119445018768e+09,4.830072569503858659e+01
1.780398119544842720e+09,4.839216607661064984e+01
1.780398119644739151e+09,4.861751416439461337e+01
1.780398119744692087e+09,4.872109070031491740e+01
1.780398119844587564e+09,4.893798648732601464e+01
1.780398119944520712e+09,4.903960179732830227e+01
1.780398120044511080e+09,4.926179151074738627e+01
1.780398120144565344e+09,4.936994013156522243e+01
1.780398120244586945e+09,4.958657759567784495e+01
1.780398120344458342e+09,4.967976482253641279e+01
1.780398120444378614e+09,4.989770721073043802e+01
1.780398120544258595e+09,5.000154605393387186e+01
1.780398120644041300e+09,5.018443376892336261e+01
1.780398120743809223e+09,5.029404973950592250e+01
1.780398120843738794e+09,5.051099726853938421e+01
1.780398120943826675e+09,5.061290924457673412e+01
1.780398121044061899e+09,5.084303226224671590e+01
1.780398121144354343e+09,5.094894943404710119e+01
1.780398121244673014e+09,5.121319387300898285e+01
1.780398121344856977e+09,5.132096543455026705e+01
1.780398121444887638e+09,5.154885865251694099e+01
1.780398121544815540e+09,5.164406914661262959e+01
1.780398121644633055e+09,5.187223138450970339e+01
1.780398121744403362e+09,5.199535616642896940e+01
1.780398121844244003e+09,5.222898613443229721e+01
1.780398121944223166e+09,5.233124790356867351e+01
1.780398122044234276e+09,5.253336956978284888e+01
1.780398122144248247e+09,5.262664291891799451e+01
1.780398122244274139e+09,5.282885120922341571e+01
1.780398122344384909e+09,5.291966554743704165e+01
1.780398122444617033e+09,5.310965480678654416e+01
1.780398122544806480e+09,5.320028666859066391e+01
1.780398122644855261e+09,5.337999822689612017e+01
1.780398122744770050e+09,5.349246990518668810e+01
1.780398122844561815e+09,5.369762352730501220e+01
1.780398122944465399e+09,5.381083549763205554e+01
1.780398123044476509e+09,5.401145460132879350e+01
1.780398123144521713e+09,5.412696826148015106e+01
1.780398123244496822e+09,5.432744704036071681e+01
1.780398123344526768e+09,5.442885841674511482e+01
1.780398123444582939e+09,5.462861159933349597e+01
1.780398123544621468e+09,5.473384711121983059e+01
1.780398123644684315e+09,5.495213710681631625e+01
1.780398123744797707e+09,5.507473386047048791e+01
1.780398123844902992e+09,5.530119495288747800e+01
1.780398123944995880e+09,5.541088951520264771e+01
1.780398124045251131e+09,5.562621423129008491e+01
1.780398124145049095e+09,5.572269833826675267e+01
1.780398124244868755e+09,5.594558444732001590e+01
1.780398124344753981e+09,5.603007959616363820e+01
1.780398124444581270e+09,5.625391995920328725e+01
1.780398124544421911e+09,5.636574520329885019e+01
1.780398124644336700e+09,5.660218494549044266e+01
1.780398124744347572e+09,5.672390624266432013e+01
1.780398124844485044e+09,5.697030486507574665e+01
1.780398124944678307e+09,5.709391310531102448e+01
1.780398125044844627e+09,5.733212062358221317e+01
1.780398125144881725e+09,5.743967000903582942e+01
1.780398125244759083e+09,5.765776738681489633e+01
1.780398125344598770e+09,5.775782864159839392e+01
1.780398125444531918e+09,5.799709076030308808e+01
1.780398125544405460e+09,5.809878684030211105e+01
1.780398125644322395e+09,5.835705301856335581e+01
1.780398125744373560e+09,5.845809274473135275e+01
1.780398125844522476e+09,5.874168550939769062e+01
1.780398125944638491e+09,5.883424597844934567e+01
1.780398126044828415e+09,5.909271360606744850e+01
1.780398126145097256e+09,5.917527688192435420e+01
1.780398126245280504e+09,5.942708838550894512e+01
1.780398126345382452e+09,5.949101247018182903e+01
1.780398126445425749e+09,5.974077187205482886e+01
1.780398126545357943e+09,5.979574274770141784e+01
1.780398126645115852e+09,6.000596477791187056e+01
1.780398126744842768e+09,6.005083796891182146e+01
1.780398126844636917e+09,6.026551471254604309e+01
1.780398126944548130e+09,6.030699316069880922e+01
1.780398127044486046e+09,6.051751332930324878e+01
1.780398127144476652e+09,6.055399073604603899e+01
1.780398127244474411e+09,6.074951564362085321e+01
1.780398127344557524e+09,6.077177699634493990e+01
1.780398127444687366e+09,6.094755625242434149e+01
1.780398127544821501e+09,6.096310758472804991e+01
1.780398127644936800e+09,6.113522643302486159e+01
1.780398127745048761e+09,6.111012155865888928e+01
1.780398127845142126e+09,6.127810659761045287e+01
1.780398127945177555e+09,6.131718237743465494e+01
1.780398128045092821e+09,6.150500481941315201e+01
1.780398128144873142e+09,6.153837306009356212e+01
1.780398128244702101e+09,6.171320362074919785e+01
1.780398128344563246e+09,6.173424556953737152e+01
1.780398128444422722e+09,6.187972840566489197e+01
1.780398128544165611e+09,6.189379417857374222e+01
1.780398128644076586e+09,6.205103623452878026e+01
1.780398128744306803e+09,6.208246617748216778e+01
1.780398128844620228e+09,6.223324308994522625e+01
1.780398128944965124e+09,6.225963530850047079e+01
1.780398129045209646e+09,6.240243443311911165e+01
1.780398129145277500e+09,6.240604687493828351e+01
1.780398129245292187e+09,6.256100690499453520e+01
1.780398129345247269e+09,6.258136751479981541e+01
1.780398129445212364e+09,6.272778319813810555e+01
1.780398129545146465e+09,6.273538008463707882e+01
1.780398129644998550e+09,6.287264436555373948e+01
1.780398129744907618e+09,6.285777839822245738e+01
1.780398129844853878e+09,6.298377898032435240e+01
1.780398129944715261e+09,6.299334258011681698e+01
1.780398130044519424e+09,6.313370340089157651e+01
1.780398130144340038e+09,6.315948850286829241e+01
1.780398130244223595e+09,6.331203042711473472e+01
1.780398130344213009e+09,6.333679906644298541e+01
1.780398130444304466e+09,6.345207448812891471e+01
1.780398130544526815e+09,6.346277474117891870e+01
1.780398130644764423e+09,6.357107174769804914e+01
1.780398130744888783e+09,6.357396367051134689e+01
1.780398130844973564e+09,6.364672269366639057e+01
1.780398130945173740e+09,6.366318211385451775e+01
1.780398131045104742e+09,6.371500684208813681e+01
1.780398131145020962e+09,6.372141869042366835e+01
1.780398131244796515e+09,6.373469568429663212e+01
1.780398131344672441e+09,6.373174822376973481e+01
1.780398131444675684e+09,6.372829462991884952e+01
1.780398131544721365e+09,6.372273866374021623e+01
1.780398131644699574e+09,6.370886258318159889e+01
1.780398131744630814e+09,6.370825712908032301e+01
1.780398131844580412e+09,6.369591796165887132e+01
1.780398131944642544e+09,6.370683101738411125e+01
1.780398132044690371e+09,6.370070839423456022e+01
1.780398132144703150e+09,6.371630984267440567e+01
1.780398132244639635e+09,6.369006436555513062e+01
1.780398132344495535e+09,6.369246974299158381e+01
1.780398132444372416e+09,6.364262373908314885e+01
1.780398132544399977e+09,6.364177566760107396e+01
1.780398132644452333e+09,6.358191606281923214e+01
1.780398132744406462e+09,6.357393829567305943e+01
1.780398132844362497e+09,6.347998387203737281e+01
1.780398132944298506e+09,6.345811359676623908e+01
1.780398133044250011e+09,6.336041615746637490e+01
1.780398133144277573e+09,6.333667435103969723e+01
1.780398133244450808e+09,6.321030076794728103e+01
1.780398133344630957e+09,6.317895664440860060e+01
1.780398133444722414e+09,6.304191349793130428e+01
1.780398133544732571e+09,6.302090290680666840e+01
1.780398133644753456e+09,6.289195667155931346e+01
1.780398133744853973e+09,6.287507722202441585e+01
1.780398133844945431e+09,6.274481097787538175e+01
1.780398133944968224e+09,6.273864974043398490e+01
1.780398134044924021e+09,6.264892701831357158e+01
1.780398134144909382e+09,6.265362745140714651e+01
1.780398134245004177e+09,6.266134413562420491e+01
1.780398134345211029e+09,6.265517186906861014e+01
1.780398134445408344e+09,6.262182130852985296e+01
1.780398134545546770e+09,6.261973619046262485e+01
1.780398134645528793e+09,6.260953399629502059e+01
1.780398134745382309e+09,6.260124160100286161e+01
1.780398134845197201e+09,6.258473685569079947e+01
1.780398134944967747e+09,6.257207664013494508e+01
1.780398135044788837e+09,6.257315816915235018e+01
1.780398135144690275e+09,6.258733552005949008e+01
1.780398135244679213e+09,6.258049469636502238e+01
1.780398135344707727e+09,6.257632547098995701e+01
1.780398135444643259e+09,6.257919236834469956e+01
1.780398135544561148e+09,6.259844123958040996e+01
1.780398135644454479e+09,6.259875235189618081e+01
1.780398135744325161e+09,6.263539403889603108e+01
1.780398135844212532e+09,6.273989803308999313e+01
1.780398135944118261e+09,6.277102402859700447e+01
1.780398136044007063e+09,6.290027586653657465e+01
1.780398136144017935e+09,6.294186717166594747e+01
1.780398136244059563e+09,6.299801308157107371e+01
1.780398136344125271e+09,6.303144548325838059e+01
1.780398136444314003e+09,6.302784770113485990e+01
1.780398136544578075e+09,6.307577722714875534e+01
1.780398136644775867e+09,6.305101559603259886e+01
1.780398136744868755e+09,6.308882937813971381e+01
1.780398136844868183e+09,6.302958214557778405e+01
1.780398136944733858e+09,6.314193994010474853e+01
1.780398137044568539e+09,6.296594222837455845e+01
1.780398137144307613e+09,6.301360775371097134e+01
1.780398137243917942e+09,6.274850522063358937e+01
1.780398137343637466e+09,6.281117339719379089e+01
1.780398137443518400e+09,6.248273463764102331e+01
1.780398137543669224e+09,6.254149574083643870e+01
1.780398137644005060e+09,6.217350079285285602e+01
1.780398137744386196e+09,6.221367238087321994e+01
1.780398137844794989e+09,6.182704954524240293e+01
1.780398137945086718e+09,6.185474596623279098e+01
1.780398138045295715e+09,6.151954967823608200e+01
1.780398138145505905e+09,6.156582178574066688e+01
1.780398138245535851e+09,6.129931858226341745e+01
1.780398138345350504e+09,6.134204434331633848e+01
1.780398138445048809e+09,6.108772621978663153e+01
1.780398138544703484e+09,6.112021841912113729e+01
1.780398138644520521e+09,6.090010018235398093e+01
1.780398138744539976e+09,6.094899758346669216e+01
1.780398138844583273e+09,6.075791145719264819e+01
1.780398138944707394e+09,6.079827522310390009e+01
