timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,delta_terrain,eph,epv,terrain_alt,lat_lon_valid,alt_valid,lat_lon_reset_counter,alt_reset_counter,terrain_reset_counter,terrain_alt_valid,dead_reckoning
1780397225.8016,1780397225.80124,52.5152722877977,13.3233627720514,24.594088,69.370125,33.65545,33.65545,0.5196148,0.3578364,24.582317,1,1,7,2,2,0,0
1780397225.81172,1780397225.81126,52.5152722893188,13.3233627709551,24.594336,69.37038,33.65545,33.65545,0.5199601,0.35820708,24.582392,1,1,7,2,2,0,0
1780397226.00238,1780397226.00173,52.5152722858379,13.3233627154587,24.602266,69.3783,33.65545,33.65545,0.5213824,0.35862324,24.594786,1,1,7,2,2,0,0
1780397226.21272,1780397226.21225,52.5152722694359,13.3233627008541,24.610031,69.38607,33.65545,33.65545,0.52346027,0.35790727,24.59861,1,1,7,2,2,0,0
1780397226.40816,1780397226.40271,52.5152722688111,13.3233626994299,24.615553,69.391594,33.65545,33.65545,0.5248088,0.3583036,24.60141,1,1,7,2,2,0,0
1780397226.60867,1780397226.6032,52.5152722389824,13.3233626961532,24.619177,69.39522,33.65545,33.65545,0.52643794,0.35904437,24.60141,1,1,7,2,2,0,0
1780397226.80904,1780397226.80369,52.5152721552573,13.3233626294448,24.624216,69.40025,33.65545,33.65545,0.5279962,0.35976785,24.60141,1,1,7,2,2,0,0
1780397227.00953,1780397227.00419,52.5152717057972,13.3233623440226,24.629816,69.40585,33.65545,33.65545,0.5294684,0.35860205,24.60141,1,1,7,2,2,0,0
1780397227.21002,1780397227.20468,52.5152706112516,13.323361664287,24.627699,69.40374,33.65545,33.65545,0.53085065,0.3592981,24.60141,1,1,7,2,2,0,0
1780397227.41052,1780397227.40517,52.515268984248,13.3233603151336,24.63858,69.41462,33.65545,33.65545,0.5321893,0.35998523,24.60141,1,1,7,2,2,0,0
1780397227.61105,1780397227.60566,52.5152671093715,13.3233586651688,24.631199,69.40724,33.65545,33.65545,0.5334893,0.35878766,24.60141,1,1,7,2,2,0,0
1780397227.81155,1780397227.80615,52.5152655499333,13.3233570054989,24.62105,69.39709,33.65545,33.65545,0.5347624,0.35945833,24.60141,1,1,7,2,2,0,0
1780397228.01206,1780397228.00664,52.5152645154691,13.3233556678425,24.620676,69.39671,33.65545,33.65545,0.53601146,0.3601254,24.60141,1,1,7,2,2,0,0
1780397228.20248,1780397228.19711,52.5152635143088,13.3233545214592,24.613445,69.38948,33.65545,33.65545,0.53690886,0.3604224,24.60141,1,1,7,2,2,0,0
1780397228.40317,1780397228.3976,52.5152623961142,13.3233532890034,24.632372,69.40841,33.65545,33.65545,0.53811264,0.35920078,24.60141,1,1,7,2,2,0,0
1780397228.60348,1780397228.59809,52.5152612255104,13.3233519331842,24.647766,69.423805,33.65545,33.65545,0.53929484,0.35985222,24.60141,1,1,7,2,2,0,0
1780397228.80404,1780397228.79858,52.5152603114014,13.3233507657459,24.64843,69.42447,33.65545,33.65545,0.5404557,0.36049768,24.60141,1,1,7,2,2,0,0
1780397229.00464,1780397228.99907,52.5152594128336,13.3233497969921,24.65425,69.43029,33.65545,33.65545,0.5415957,0.35925847,24.60141,1,1,7,2,2,0,0
1780397229.20493,1780397229.19957,52.5152586948068,13.3233490977364,24.649914,69.42595,33.65545,33.65545,0.54271543,0.35989827,24.60141,1,1,7,2,2,0,0
1780397229.40545,1780397229.40006,52.5152578244724,13.3233483639805,24.642254,69.41829,33.65545,33.65545,0.5437969,0.3605296,24.60141,1,1,7,2,2,0,0
1780397229.60616,1780397229.60055,52.5152569347024,13.3233474595386,24.643663,69.4197,33.65545,33.65545,0.5448142,0.35925403,24.60141,1,1,7,2,2,0,0
1780397229.80645,1780397229.80104,52.5152559692671,13.3233464005545,24.654848,69.430885,33.65545,33.65545,0.546041,0.36003098,24.60141,1,1,7,2,2,0,0
1780397230.00688,1780397230.00153,52.5152547732133,13.3233452873377,24.669464,69.4455,33.65545,33.65545,0.5470747,0.360656,24.60141,1,1,7,2,2,0,0
1780397230.20737,1780397230.20202,52.5152535110764,13.3233441744945,24.677267,69.45331,33.65545,33.65545,0.5481756,0.35942987,24.60141,1,1,7,2,2,0,0
1780397230.40788,1780397230.40251,52.5152521990775,13.3233431288079,24.696663,69.4727,33.65545,33.65545,0.54932564,0.36009562,24.60141,1,1,7,2,2,0,0
1780397230.60835,1780397230.60301,52.5152509381169,13.3233422638316,24.706429,69.48247,33.65545,33.65545,0.5504938,0.36074957,24.60141,1,1,7,2,2,0,0
1780397230.80891,1780397230.8035,52.5152497257648,13.3233413460222,24.708145,69.48419,33.65545,33.65545,0.55164564,0.35949865,24.60141,1,1,7,2,2,0,0
1780397231.00935,1780397231.00399,52.5152484661137,13.3233403672821,24.700275,69.47632,33.65545,33.65545,0.5528075,0.36019576,24.60141,1,1,7,2,2,0,0
1780397231.20986,1780397231.20448,52.515247332404,13.3233394081215,24.705084,69.48113,33.65545,33.65545,0.55371994,0.36078772,24.60141,1,1,7,2,2,0,0
1780397231.41035,1780397231.40497,52.5152461375879,13.3233383920343,24.712608,69.48866,33.65545,33.65545,0.554616,0.35950044,24.60141,1,1,7,2,2,0,0
1780397231.61081,1780397231.60546,52.5152448532053,13.3233374859416,24.701963,69.47802,33.65545,33.65545,0.5555447,0.36012903,24.60141,1,1,7,2,2,0,0
1780397231.8113,1780397231.80595,52.5152436199673,13.3233365814531,24.696505,69.47256,33.65545,33.65545,0.5565118,0.3607784,24.60141,1,1,7,2,2,0,0
1780397232.01183,1780397232.00644,52.5152424133025,13.3233356417302,24.69671,69.47277,33.65545,33.65545,0.557432,0.3614099,24.60141,1,1,7,2,2,0,0
1780397232.20979,1780397232.20944,52.5152411299172,13.3233347298882,24.703173,69.47923,33.65545,33.65545,0.55823594,0.36010566,24.60141,1,1,7,2,2,0,0
1780397232.41032,1780397232.40993,52.5152398521031,13.3233337740411,24.704977,69.48104,33.65545,33.65545,0.55902994,0.36072823,24.60141,1,1,7,2,2,0,0
1780397232.61077,1780397232.61042,52.5152385995097,13.3233326645953,24.712248,69.48832,33.65545,33.65545,0.5597415,0.36129314,24.60141,1,1,7,2,2,0,0
1780397232.80635,1780397232.80089,52.5152374895203,13.3233316484736,24.734167,69.51024,33.65545,33.65545,0.5601187,0.35960454,24.60141,1,1,7,2,2,0,0
1780397233.0068,1780397233.00138,52.5152364199949,13.3233305443409,24.737537,69.51361,33.65545,33.65545,0.5608149,0.36018357,24.60141,1,1,7,2,2,0,0
1780397233.20722,1780397233.20187,52.5152353138495,13.3233293306727,24.726965,69.50304,33.65545,33.65545,0.5615271,0.3607875,24.60141,1,1,7,2,2,0,0
1780397233.40776,1780397233.40237,52.5152342655441,13.3233282085201,24.711275,69.48734,33.65545,33.65545,0.56224245,0.35951382,24.60141,1,1,7,2,2,0,0
1780397233.6082,1780397233.60286,52.5152332013376,13.3233271546327,24.712666,69.48874,33.65545,33.65545,0.5630542,0.3602145,24.60141,1,1,7,2,2,0,0
1780397233.8087,1780397233.80335,52.5152320606853,13.3233259389951,24.71564,69.491714,33.65545,33.65545,0.56470704,0.3615471,24.60141,1,1,7,2,2,0,0
1780397234.00674,1780397234.00635,52.515230960591,13.3233248117239,24.710697,69.48677,33.65545,33.65545,0.5668612,0.36128986,24.60141,1,1,7,2,2,0,0
1780397234.2073,1780397234.20684,52.5152298961513,13.3233237008422,24.711136,69.48721,33.65545,33.65545,0.5698954,0.36346638,24.60141,1,1,7,2,2,0,0
1780397234.4102,1780397234.40733,52.5152287487897,13.3233224643904,24.715267,69.49135,33.65545,33.65545,0.5734099,0.36580482,24.60141,1,1,7,2,2,0,0
1780397234.61067,1780397234.60782,52.5152277508494,13.3233214579922,24.720007,69.49609,33.65545,33.65545,0.57772595,0.36844882,24.60141,1,1,7,2,2,0,0
1780397234.81115,1780397234.80831,52.5152267284321,13.3233205662559,24.722088,69.498184,33.65545,33.65545,0.58346653,0.3695389,24.60141,1,1,7,2,2,0,0
1780397235.01165,1780397235.0088,52.5152257448595,13.3233198581535,24.718782,69.49488,33.65545,33.65545,0.58999556,0.3727849,24.60141,1,1,7,2,2,0,0
1780397235.21219,1780397235.2118,52.5152247613723,13.3233193235021,24.717337,69.49344,33.65545,33.65545,0.5979972,0.37636432,24.60141,1,1,7,2,2,0,0
1780397235.40261,1780397235.40227,52.515223459545,13.3233182701569,24.714397,69.49049,33.65545,33.65545,0.6062849,0.3774433,24.60141,1,1,7,2,2,0,0
1780397235.6031,1780397235.60276,52.5152219394722,13.3233169811396,24.716284,69.49239,33.65545,33.65545,0.61555606,0.381023,24.60141,1,1,7,2,2,0,0
1780397235.80364,1780397235.80325,52.5152204685546,13.3233159129296,24.722343,69.49845,33.65545,33.65545,0.625405,0.38465658,24.60141,1,1,7,2,2,0,0
1780397236.00419,1780397236.00374,52.5152189347103,13.3233148649085,24.73963,69.51574,33.65545,33.65545,0.63339096,0.3856247,24.60141,1,1,7,2,2,0,0
1780397236.20461,1780397236.20423,52.5152175786927,13.3233138835684,24.749084,69.5252,33.65545,33.65545,0.63856435,0.38846362,24.60141,1,1,7,2,2,0,0
1780397236.40507,1780397236.40472,52.515216228015,13.3233126748551,24.743427,69.51955,33.65545,33.65545,0.6430955,0.39123094,24.60141,1,1,7,2,2,0,0
1780397236.60561,1780397236.60522,52.5152148081994,13.3233112768235,24.749626,69.52574,33.65545,33.65545,0.6512961,0.39222348,24.60141,1,1,7,2,2,0,0
1780397236.80605,1780397236.80571,52.5152133161602,13.3233101116821,24.75454,69.53066,33.65545,33.65545,0.6582925,0.39545524,24.60141,1,1,7,2,2,0,0
1780397237.00656,1780397237.0062,52.5152117603435,13.323309038651,24.758677,69.5348,33.65545,33.65545,0.66669434,0.39894167,24.60141,1,1,7,2,2,0,0
1780397237.20707,1780397237.20669,52.5152103258365,13.3233081105043,24.757633,69.53375,33.65545,33.65545,0.6734845,0.39961603,24.60141,1,1,7,2,2,0,0
1780397237.40765,1780397237.40718,52.5152088243173,13.3233073147855,24.752626,69.52875,33.65545,33.65545,0.6821823,0.40320483,24.60141,1,1,7,2,2,0,0
1780397237.60805,1780397237.60767,52.5152070773883,13.3233063943784,24.754284,69.53041,33.65545,33.65545,0.6861755,0.40620485,24.60141,1,1,7,2,2,0,0
1780397237.80851,1780397237.80816,52.5152052816715,13.3233056813533,24.75337,69.529495,33.65545,33.65545,0.68667895,0.4088098,24.60141,1,1,7,2,2,0,0
1780397238.009,1780397238.00866,52.5152034126818,13.3233050161335,24.75147,69.527596,33.65545,33.65545,0.6877853,0.40879148,24.60141,1,1,7,2,2,0,0
1780397238.2095,1780397238.20915,52.5152014693756,13.3233046628228,24.747349,69.523476,33.65545,33.65545,0.6910215,0.4118424,24.60141,1,1,7,2,2,0,0
1780397238.41004,1780397238.40964,52.5151997273472,13.3233044713104,24.755178,69.5313,33.65545,33.65545,0.6949142,0.41497934,24.60141,1,1,7,2,2,0,0
1780397238.61047,1780397238.61013,52.5151979039718,13.3233042563386,24.76066,69.53679,33.65545,33.65545,0.70181084,0.41558957,24.60141,1,1,7,2,2,0,0
1780397238.81096,1780397238.81062,52.5151959105531,13.3233040245247,24.76283,69.53896,33.65545,33.65545,0.71035564,0.41922167,24.60141,1,1,7,2,2,0,0
1780397239.01146,1780397239.01111,52.5151938892445,13.3233039248655,24.774544,69.550674,33.65545,33.65545,0.7166247,0.4225298,24.60141,1,1,7,2,2,0,0
1780397239.21198,1780397239.2116,52.5151918101662,13.3233036086362,24.788092,69.564224,33.65545,33.65545,0.72302544,0.42271912,24.60141,1,1,7,2,2,0,0
1780397239.41245,1780397239.4121,52.5151897463396,13.323303270662,24.792217,69.568344,33.65545,33.65545,0.72934395,0.42591017,24.60141,1,1,7,2,2,0,0
1780397239.6029,1780397239.60256,52.5151879412614,13.3233032222825,24.794018,69.57015,33.65545,33.65545,0.732519,0.42830312,24.60141,1,1,7,2,2,0,0
1780397239.80339,1780397239.80305,52.5151862770458,13.3233032006637,24.801687,69.57783,33.65545,33.65545,0.73111826,0.4306759,24.60141,1,1,7,2,2,0,0
1780397240.00392,1780397240.00355,52.5151848652796,13.3233026109344,24.81097,69.58711,33.65545,33.65545,0.725011,0.42922133,24.60141,1,1,7,2,2,0,0
1780397240.20442,1780397240.20404,52.5151833467994,13.3233017119529,24.824532,69.60068,33.65545,33.65545,0.7183244,0.4307255,24.60141,1,1,7,2,2,0,0
1780397240.40488,1780397240.40453,52.5151815361558,13.3233005054452,24.831131,69.60728,33.65545,33.65545,0.71133673,0.43199837,24.60141,1,1,7,2,2,0,0
1780397240.60541,1780397240.60502,52.5151800958128,13.3232995855288,24.844866,69.62102,33.65545,33.65545,0.7008707,0.42930004,24.60141,1,1,7,2,2,0,0
1780397240.80589,1780397240.80551,52.5151787499105,13.3232987099367,24.850779,69.62694,33.65545,33.65545,0.6900627,0.42938164,24.60141,1,1,7,2,2,0,0
1780397241.00636,1780397241.006,52.515177324661,13.323297861428,24.849312,69.62547,33.65545,33.65545,0.6845808,0.43013853,24.60141,1,1,7,2,2,0,0
1780397241.20684,1780397241.2065,52.5151759671016,13.3232967948472,24.853731,69.6299,33.65545,33.65545,0.6817001,0.42808616,24.60141,1,1,7,2,2,0,0
1780397241.40733,1780397241.40699,52.5151745844031,13.3232955323013,24.868324,69.64449,33.65545,33.65545,0.682604,0.42992908,24.60141,1,1,7,2,2,0,0
1780397241.60788,1780397241.60748,52.5151732659164,13.3232948996861,24.885628,69.661804,33.65545,33.65545,0.67811567,0.43057764,24.60141,1,1,7,2,2,0,0
1780397241.80831,1780397241.80797,52.5151724429808,13.3232941124126,24.921743,69.69792,33.65545,33.65545,0.67439306,0.4280304,24.60141,1,1,7,2,2,0,0
1780397242.0088,1780397242.00846,52.5151715224515,13.3232928700445,24.948383,69.72456,33.65545,33.65545,0.6740792,0.42939657,24.60141,1,1,7,2,2,0,0
1780397242.20929,1780397242.20895,52.5151703212382,13.3232914806927,24.97844,69.75462,33.65545,33.65545,0.6762461,0.4313476,24.60141,1,1,7,2,2,0,0
1780397242.40985,1780397242.40944,52.5151689757878,13.3232898497915,25.004663,69.78085,33.65545,33.65545,0.679846,0.43035728,24.60141,1,1,7,2,2,0,0
1780397242.61028,1780397242.60994,52.5151678278399,13.3232885934063,25.023294,69.799484,33.65545,33.65545,0.6863233,0.43317193,24.60141,1,1,7,2,2,0,0
1780397242.81079,1780397242.81043,52.5151667046665,13.3232870676902,25.041471,69.817665,33.65545,33.65545,0.6925361,0.43592387,24.60141,1,1,7,2,2,0,0
1780397243.01131,1780397243.01092,52.5151655269401,13.3232851539209,25.054268,69.83046,33.65545,33.65545,0.69896483,0.43530217,24.60141,1,1,7,2,2,0,0
1780397243.21175,1780397243.21141,52.5151643620193,13.3232832894714,25.07125,69.84745,33.65545,33.65545,0.6977889,0.4367745,24.60141,1,1,7,2,2,0,0
1780397243.41224,1780397243.4119,52.515163285334,13.3232816382259,25.095613,69.87181,33.65545,33.65545,0.698926,0.43856278,24.60141,1,1,7,2,2,0,0
1780397243.60271,1780397243.60237,52.5151623360875,13.3232800387329,25.11713,69.89333,33.65545,33.65545,0.70471746,0.44062957,24.60141,1,1,7,2,2,0,0
1780397243.80326,1780397243.80286,52.5151613688427,13.3232782553191,25.142523,69.918724,33.65545,33.65545,0.71144503,0.43973058,24.60141,1,1,7,2,2,0,0
1780397244.00377,1780397244.00335,52.515160377713,13.3232770276557,25.15383,69.93004,33.65545,33.65545,0.7175553,0.4421438,24.60141,1,1,7,2,2,0,0
1780397244.20419,1780397244.20384,52.5151593526338,13.3232755968029,25.165064,69.94128,33.65545,33.65545,0.7236565,0.44452935,24.60141,1,1,7,2,2,0,0
1780397244.40469,1780397244.40433,52.5151583058871,13.3232741700254,25.180693,69.95692,33.65545,33.65545,0.7334185,0.44378164,24.60141,1,1,7,2,2,0,0
1780397244.60517,1780397244.60483,52.5151570081377,13.3232723685349,25.199179,69.97541,33.65545,33.65545,0.7440644,0.44661,24.60141,1,1,7,2,2,0,0
1780397244.80573,1780397244.80532,52.5151555146299,13.3232703894952,25.218029,69.99426,33.65545,33.65545,0.75618345,0.44955105,24.60141,1,1,7,2,2,0,0
1780397245.00618,1780397245.00581,52.5151542720597,13.3232687318931,25.24229,70.01853,33.65545,33.65545,0.76914513,0.44883108,24.60141,1,1,7,2,2,0,0
1780397245.20665,1780397245.2063,52.515153005527,13.3232667546646,25.269522,70.04577,33.65545,33.65545,0.7806813,0.45161417,24.60141,1,1,7,2,2,0,0
1780397245.40715,1780397245.40679,52.5151517034736,13.323264644706,25.293184,70.06943,33.65545,33.65545,0.78917706,0.45416066,24.60141,1,1,7,2,2,0,0
1780397245.60775,1780397245.60728,52.515150281167,13.3232623446008,25.313478,70.08972,33.65545,33.65545,0.79384464,0.45262796,24.60141,1,1,7,2,2,0,0
1780397245.80812,1780397245.80778,52.515148779516,13.3232599698802,25.332125,70.10837,33.65545,33.65545,0.8007743,0.45501727,24.60141,1,1,7,2,2,0,0
1780397246.00863,1780397246.00827,52.5151473983435,13.3232576954809,25.358723,70.13497,33.65545,33.65545,0.80865526,0.4574687,24.60141,1,1,7,2,2,0,0
1780397246.2091,1780397246.20876,52.515145892777,13.3232549988602,25.388386,70.16464,33.65545,33.65545,0.81519455,0.4598208,24.60141,1,1,7,2,2,0,0
1780397246.40959,1780397246.40925,52.5151446551289,13.3232530147812,25.415272,70.19153,33.65545,33.65545,0.8224284,0.458297,24.60141,1,1,7,2,2,0,0
1780397246.61008,1780397246.60974,52.515143561537,13.3232511577208,25.440435,70.21669,33.65545,33.65545,0.8297067,0.4606622,24.60141,1,1,7,2,2,0,0
1780397246.81058,1780397246.81023,52.515142561137,13.3232493803423,25.460407,70.236664,33.65545,33.65545,0.83454275,0.46286103,24.60141,1,1,7,2,2,0,0
1780397247.00132,1780397247.0007,52.5151416907188,13.323247901369,25.479591,70.25585,33.65545,33.65545,0.8350608,0.4602659,24.60141,1,1,7,2,2,0,0
1780397247.21159,1780397247.21122,52.5151407313552,13.3232462148869,25.50476,70.28102,33.65545,33.65545,0.8463063,0.46334583,24.60141,1,1,7,2,2,0,0
1780397247.41205,1780397247.41171,52.5151396552357,13.3232443839893,25.526985,70.30325,33.65545,33.65545,0.8534213,0.46564165,24.60141,1,1,7,2,2,0,0
1780397247.61254,1780397247.6122,52.5151387010951,13.3232428660603,25.554934,70.3312,33.65545,33.65545,0.85290307,0.46341398,24.60141,1,1,7,2,2,0,0
1780397247.80301,1780397247.80267,52.5151375595082,13.3232412010598,25.576603,70.352875,33.65545,33.65545,0.8497059,0.46449292,24.60141,1,1,7,2,2,0,0
1780397248.00353,1780397248.00316,52.5151361832338,13.3232392488564,25.60488,70.38116,33.65545,33.65545,0.8520287,0.46641758,24.60141,1,1,7,2,2,0,0
1780397248.204,1780397248.20365,52.5151349183015,13.323238043747,25.631731,70.408005,33.65545,33.65545,0.85050666,0.4680791,24.60141,1,1,7,2,2,0,0
1780397248.40448,1780397248.40414,52.515133439215,13.3232365493744,25.656698,70.432976,33.65545,33.65545,0.8543686,0.46595153,24.60141,1,1,7,2,2,0,0
1780397248.61003,1780397248.60463,52.5151319311293,13.3232348595331,25.68008,70.45637,33.65545,33.65545,0.8568768,0.46782067,24.60141,1,1,7,2,2,0,0
1780397248.81054,1780397248.80512,52.515130349718,13.3232331868022,25.70351,70.4798,33.65545,33.65545,0.8577705,0.46957976,24.60141,1,1,7,2,2,0,0
1780397249.01102,1780397249.00562,52.5151289830321,13.3232318352235,25.732815,70.50911,33.65545,33.65545,0.8666811,0.46769214,24.60141,1,1,7,2,2,0,0
1780397249.21158,1780397249.20611,52.5151275949603,13.3232303593215,25.766024,70.54232,33.65545,33.65545,0.87616354,0.4699688,24.60141,1,1,7,2,2,0,0
1780397249.40215,1780397249.39657,52.5151262112342,13.3232286801858,25.791529,70.567825,33.65545,33.65545,0.8803577,0.4713977,24.60141,1,1,7,2,2,0,0
1780397249.60249,1780397249.59707,52.5151248293301,13.323227251389,25.80941,70.58571,33.65545,33.65545,0.88749206,0.4693016,24.60141,1,1,7,2,2,0,0
1780397249.80294,1780397249.79756,52.5151233666612,13.3232259299794,25.819736,70.59604,33.65545,33.65545,0.8913827,0.47124088,24.60141,1,1,7,2,2,0,0
1780397250.01345,1780397250.00807,52.5151218234891,13.3232247591572,25.838156,70.614456,33.65545,33.65545,0.89379734,0.4736316,24.60141,1,1,7,2,2,0,0
1780397250.2091,1780397250.20857,52.5151202315354,13.3232234751349,25.858356,70.63466,33.65545,33.65545,0.88602513,0.47059616,24.60141,1,1,7,2,2,0,0
1780397250.40438,1780397250.39903,52.5151187257556,13.3232220191261,25.87491,70.65121,33.65545,33.65545,0.8844497,0.47158763,24.60141,1,1,7,2,2,0,0
1780397250.60505,1780397250.59952,52.5151171177489,13.3232208171142,25.888592,70.66489,33.65545,33.65545,0.88354075,0.4731409,24.60141,1,1,7,2,2,0,0
1780397250.80536,1780397250.80002,52.5151154825931,13.3232199355159,25.900457,70.67676,33.65545,33.65545,0.8827801,0.4746875,24.60141,1,1,7,2,2,0,0
1780397251.00585,1780397251.00051,52.5151136160543,13.3232187341442,25.907007,70.68331,33.65545,33.65545,0.88094866,0.47186586,24.60141,1,1,7,2,2,0,0
1780397251.20662,1780397251.201,52.5151118612765,13.3232181487203,25.911085,70.68739,33.65545,33.65545,0.8815812,0.47345412,24.60141,1,1,7,2,2,0,0
1780397251.40684,1780397251.40149,52.5151100733828,13.3232176702637,25.906116,70.68242,33.65545,33.65545,0.8899227,0.47553232,24.60141,1,1,7,2,2,0,0
1780397251.60733,1780397251.60198,52.5151082693974,13.3232169822425,25.895933,70.67224,33.65545,33.65545,0.898331,0.47330603,24.60141,1,1,7,2,2,0,0
1780397251.80785,1780397251.80247,52.515106520871,13.3232166594284,25.890638,70.66695,33.65545,33.65545,0.904941,0.47526652,24.60141,1,1,7,2,2,0,0
1780397252.00831,1780397252.00297,52.5151047308431,13.323216727623,25.886724,70.66303,33.65545,33.65545,0.90969753,0.47713614,24.60141,1,1,7,2,2,0,0
1780397252.2088,1780397252.20346,52.5151030769822,13.3232168469335,25.884577,70.66089,33.65545,33.65545,0.91561335,0.47470978,24.60141,1,1,7,2,2,0,0
1780397252.40934,1780397252.40395,52.5151013977462,13.3232170844037,25.895885,70.672195,33.65545,33.65545,0.9209431,0.47660306,24.60141,1,1,7,2,2,0,0
1780397252.60979,1780397252.60444,52.5150997773723,13.3232175907266,25.913961,70.690285,33.65545,33.65545,0.9213859,0.47822383,24.60141,1,1,7,2,2,0,0
1780397252.81028,1780397252.80493,52.5150982360817,13.3232175253526,25.933376,70.7097,33.65545,33.65545,0.92587864,0.47575578,24.60141,1,1,7,2,2,0,0
1780397253.01077,1780397253.00542,52.5150967037952,13.3232171632236,25.941833,70.71817,33.65545,33.65545,0.9424017,0.4785582,24.60141,1,1,7,2,2,0,0
1780397253.2113,1780397253.20592,52.5150953395052,13.3232168098432,25.947874,70.724205,33.65545,33.65545,0.9615373,0.48150077,24.60141,1,1,7,2,2,0,0
1780397253.41193,1780397253.40641,52.5150938247144,13.3232162282945,25.949207,70.72554,33.65545,33.65545,0.98026055,0.4798301,24.60141,1,1,7,2,2,0,0
1780397253.6025,1780397253.59687,52.5150923047127,13.3232156823619,25.949427,70.72576,33.65545,33.65545,0.9964539,0.48174697,24.60141,1,1,7,2,2,0,0
1780397253.80272,1780397253.79737,52.5150907397607,13.3232154665087,25.95334,70.72968,33.65545,33.65545,1.0150123,0.4841922,24.60141,1,1,7,2,2,0,0
1780397254.00321,1780397253.99786,52.5150891037455,13.3232156943993,25.960157,70.7365,33.65545,33.65545,1.0391313,0.486853,24.60141,1,1,7,2,2,0,0
1780397254.21376,1780397254.20837,52.5150873499146,13.323215666799,25.973337,70.74968,33.65545,33.65545,1.0759263,0.48555264,24.60141,1,1,7,2,2,0,0
1780397254.40421,1780397254.39884,52.5150858496036,13.3232156316381,25.994993,70.77134,33.65545,33.65545,1.1108412,0.48756957,24.60141,1,1,7,2,2,0,0
1780397254.60474,1780397254.59933,52.5150841739627,13.3232153248111,26.013037,70.78938,33.65545,33.65545,1.1546589,0.49039024,24.60141,1,1,7,2,2,0,0
1780397254.80543,1780397254.79983,52.5150824474658,13.3232148881639,26.030027,70.80637,33.65545,33.65545,1.2013866,0.4884622,24.60141,1,1,7,2,2,0,0
1780397255.00575,1780397255.00032,52.5150807447903,13.3232147105169,26.051414,70.82776,33.65545,33.65545,1.2515945,0.49124315,24.60141,1,1,7,2,2,0,0
1780397255.20617,1780397255.20081,52.5150790382955,13.3232144673788,26.073214,70.849556,33.65545,33.65545,1.2834246,0.49358115,24.60141,1,1,7,2,2,0,0
1780397255.40688,1780397255.4013,52.5150773326197,13.3232135011232,26.107853,70.8842,33.65545,33.65545,1.2890924,0.49052295,24.60141,1,1,7,2,2,0,0
1780397255.6072,1780397255.60179,52.5150757291384,13.3232116738348,26.140682,70.91702,33.65545,33.65545,1.2815677,0.49191988,24.60141,1,1,7,2,2,0,0
1780397255.80769,1780397255.80228,52.5150743866666,13.3232090814406,26.168041,70.94438,33.65545,33.65545,1.2579844,0.49276534,24.60141,1,1,7,2,2,0,0
1780397256.0082,1780397256.00278,52.5150730226858,13.3232062459423,26.180017,70.95637,33.65545,33.65545,1.2398343,0.48875856,24.60141,1,1,7,2,2,0,0
1780397256.20866,1780397256.20327,52.5150713634592,13.3232037018799,26.196333,70.97269,33.65545,33.65545,1.2485355,0.49031115,24.60141,1,1,7,2,2,0,0
1780397256.40915,1780397256.40376,52.5150694260757,13.323200988758,26.22886,71.005226,33.65545,33.65545,1.2485847,0.49153703,24.60141,1,1,7,2,2,0,0
1780397256.60977,1780397256.60425,52.5150676986712,13.3231988872386,26.233072,71.009445,33.65545,33.65545,1.2316859,0.49203843,24.60141,1,1,7,2,2,0,0
1780397256.81013,1780397256.80474,52.5150660618972,13.3231966105966,26.231295,71.007675,33.65545,33.65545,1.2142062,0.4875372,24.60141,1,1,7,2,2,0,0
1780397257.01063,1780397257.00523,52.5150645441039,13.3231945463806,26.235926,71.012314,33.65545,33.65545,1.239047,0.48969448,24.60141,1,1,7,2,2,0,0
1780397257.21112,1780397257.20573,52.5150631232145,13.3231929119253,26.24354,71.019936,33.65545,33.65545,1.2635279,0.49182397,24.60141,1,1,7,2,2,0,0
1780397257.41161,1780397257.40622,52.515061777869,13.3231915098925,26.24722,71.02362,33.65545,33.65545,1.2403616,0.48702276,24.60141,1,1,7,2,2,0,0
1780397257.61212,1780397257.60671,52.5150606733179,13.3231900108471,26.242931,71.01934,33.65545,33.65545,1.2012136,0.48552898,24.60141,1,1,7,2,2,0,0
1780397257.80279,1780397257.79718,52.5150597001764,13.3231882310452,26.253422,71.02984,33.65545,33.65545,1.1705931,0.4833856,24.60141,1,1,7,2,2,0,0
1780397258.00309,1780397257.99767,52.5150584446334,13.3231870071986,26.268112,71.04454,33.65545,33.65545,1.1377978,0.4760585,24.60141,1,1,7,2,2,0,0
1780397258.20361,1780397258.19816,52.5150564914537,13.3231849574099,26.277857,71.05429,33.65545,33.65545,1.125494,0.47509426,24.60141,1,1,7,2,2,0,0
1780397258.40426,1780397258.39865,52.5150547598415,13.3231831978376,26.2877,71.06414,33.65545,33.65545,1.1195091,0.47495627,24.60141,1,1,7,2,2,0,0
1780397258.60458,1780397258.59914,52.5150526941201,13.3231813904221,26.304712,71.08116,33.65545,33.65545,1.1122305,0.4702783,24.60141,1,1,7,2,2,0,0
1780397258.80506,1780397258.79963,52.5150506292995,13.323179742756,26.311077,71.08753,33.65545,33.65545,1.1049508,0.46984515,24.60141,1,1,7,2,2,0,0
